nivel 4
2,17
2,18
2,19
2,20
2,21
2,22
2,22
2,23
2,24
2,25
2,26
2,26
2,27
2,27
2,29
2,29
2,29
2,30
2,30
2,31
2,32
2,32
2,33
2,34
2,34
2,35
2,35
2,36
2,36
2,37
2,38
2,38
2,38
2,38
2,39
2,40
2,40
2,40
2,41
2,41
2,42
2,42
2,42
2,43
2,43
2,44
2,44
2,44
2,44
2,44
2,31
2,28
2,27
2,24
2,23
2,21
2,18
2,16
2,14
2,12
2,10
2,07
2,05
2,04
2,02
2,15
2,50
3,18
3,04
3,26
2,21
1,89
1,85
1,83
1,81
1,79
1,77
1,74
1,73
3,08
3,15
3,05
3,12
3,12
2,60
1,79
1,74
2,91
1,99
1,75
1,75
1,88
2,89
3,17
3,17
3,17
3,17
2,44
3,14
3,16
3,16
3,16
3,17
3,16
3,16
3,16
3,16
3,15
3,15
3,15
2,75
2,91
2,46
2,79
2,07
2,78
3,05
2,81
2,53
2,44
1,65
2,69
2,87
1,65
1,67
1,60
1,67
1,59
1,58
1,67
1,57
1,57
1,56
1,55
1,55
1,55
1,54
1,54
1,53
1,52
1,52
1,52
1,52
1,51
1,50
1,50
1,50
1,49
1,48
1,47
1,91
1,49
1,45
1,67
2,63
1,55
1,41
2,77
1,95
1,59
2,76
2,06
2,12
1,40
1,36
1,34
2,23
2,88
3,00
3,00
2,99
2,99
2,99
2,99
2,98
2,98
2,98
2,97
2,96
2,96
2,96
2,95
2,95
2,96
1,48
2,83
2,93
2,94
2,93
2,94
2,69
2,93
2,93
2,93
2,93
2,87
2,91
2,92
2,92
2,92
2,92
2,91
2,91
2,91
2,91
2,85
2,90
2,90
2,89
2,90
2,89
2,89
2,89
2,89
2,88
2,88
2,88
2,88
2,00
2,53
1,53
2,07
1,60
1,33
1,07
1,05
1,04
1,03
1,03
1,02
1,01
1,01
1,00
0,99
0,99
0,98
0,98
0,98
0,96
0,96
0,96
0,95
0,94
0,94
0,94
0,94
0,94
0,93
0,93
0,93
0,91
0,91
0,91
0,85
1,09
0,91
1,51
1,36
2,13
1,10
0,78
0,81
0,77
2,48
1,90
2,17
1,12
1,08
2,04
1,67
1,22
0,94
0,82
0,79
1,80
0,87
0,77
0,77
0,75
0,72
0,73
0,75
0,76
0,76
0,75
0,75
0,71
0,70
0,72
0,61
0,63
0,64
0,69
1,14
0,63
2,59
1,37
1,08
2,47
2,62
2,64
2,65
2,65
2,65
2,65
2,64
2,64
2,64
2,63
2,63
2,62
2,60
2,61
2,61
2,23
2,50
2,18
2,49
2,53
2,58
2,58
1,41
2,14
1,91
0,44
0,39
0,26
0,25
0,25
0,25
0,26
0,26
0,25
0,24
0,24
0,23
0,20
0,22
2,43
2,52
2,52
2,51
2,51
2,51
2,50
2,50
2,50
2,50
2,49
2,49
2,49
2,49
2,48
2,48
2,48
2,47
2,47
2,47
2,46
2,46
2,46
2,45
2,45
2,45
2,45
1,70
1,26
2,26
0,25
0,38
0,20
0,19
0,18
0,17
0,15
0,15
0,14
0,13
0,12
0,12
0,10
0,09
0,08
0,08
0,49
0,12
1,91
2,11
2,34
2,34
2,34
2,34
2,33
2,33
2,32
2,32
2,32
2,31
2,06
2,30
0,26
0,03
1,19
0,09
0,00
0,00
0,81
0,02
0,00
0,00
0,00
0,00
0,00
0,55
1,80
2,25
2,26
2,26
2,25
2,25
2,25
2,24
2,24
2,24
2,24
2,23
2,23
2,23
2,23
2,23
2,23
2,22
2,22
2,21
2,21
2,21
2,20
2,20
2,20
2,19
2,19
2,19
2,18
2,18
2,18
2,18
2,17
2,17
2,17
2,17
2,17
2,15
2,15
2,15
2,15
2,14
2,13
2,13
2,13
2,13
2,12
2,12
2,11
